"subject" "activity" "featDomain" "featAcceleration" "featInstrument" "featJerk" "featMagnitude" "featVariable" "featAxis" "count" "average"
"46" 1 "LAYING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 50 -0.9165825082
"47" 1 "LAYING" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 50 -0.8621901854
"48" 1 "LAYING" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 50 -0.82431943968
"49" 1 "LAYING" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 50 -0.9423669466
"50" 1 "LAYING" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 50 -0.9326606676
"51" 1 "LAYING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 50 -0.9390990524
"52" 1 "LAYING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 50 -0.86706520518
"53" 1 "LAYING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 50 -0.8826668762
"54" 1 "LAYING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "X" 50 -0.9244374346
"55" 1 "LAYING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 50 -0.8336255561
"56" 1 "LAYING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 50 -0.81289155944
"57" 1 "LAYING" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 50 -0.8617676481
"58" 1 "LAYING" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 50 -0.7983009404
"59" 1 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 50 -0.9570738838
"60" 1 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 50 -0.9224626098
"61" 1 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 50 -0.9480609042
"62" 1 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 50 -0.9641607086
"63" 1 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 50 -0.9322178704
"64" 1 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 50 -0.9605869872
"65" 1 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 50 -0.9333003608
"66" 1 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 50 -0.9218039756
"67" 1 "SITTING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 47 -0.045350056512766
"68" 1 "SITTING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 47 -0.0919241549361702
"69" 1 "SITTING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 47 0.0629313811914894
"70" 1 "SITTING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "X" 47 -0.977211283191489
"71" 1 "SITTING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 47 -0.966473895319149
"72" 1 "SITTING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 47 -0.941425920851064
"73" 1 "SITTING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 47 -0.93089249
"74" 1 "SITTING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 47 -0.934531840425532
"75" 1 "SITTING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "X" 47 -0.0936793807234042
"76" 1 "SITTING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Y" 47 -0.0402118124255319
"77" 1 "SITTING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Z" 47 -0.046702627
"78" 1 "SITTING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "X" 47 -0.99173159212766
"79" 1 "SITTING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Y" 47 -0.989518068510638
"80" 1 "SITTING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Z" 47 -0.987935806382979
"81" 1 "SITTING" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 47 -0.991976341276596
"82" 1 "SITTING" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 47 -0.988308728510638
"83" 1 "SITTING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 47 0.261237565425532
"84" 1 "SITTING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 47 -0.00130828765170213
"85" 1 "SITTING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 47 -0.104544182255319
"86" 1 "SITTING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "X" 47 -0.977229008297872
"87" 1 "SITTING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 47 -0.922618641914894
"88" 1 "SITTING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 47 -0.93958629106383
"89" 1 "SITTING" "Time" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 47 -0.948536786170213
"90" 1 "SITTING" "Time" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 47 -0.927078418723404
"91" 1 "SITTING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 47 0.0774825199574468
"92" 1 "SITTING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 47 -0.000619102785106384
"93" 1 "SITTING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 47 -0.00336779235021277
"94" 1 "SITTING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 47 -0.986430711276596
"95" 1 "SITTING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 47 -0.981371965319149
"96" 1 "SITTING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 47 -0.987910804468085
"97" 1 "SITTING" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 47 -0.987364195531915
"98" 1 "SITTING" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 47 -0.984120024042553
"99" 1 "SITTING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "X" 47 0.831509933404255
"100" 1 "SITTING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Y" 47 0.204411592680851
"101" 1 "SITTING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Z" 47 0.332043702765957
"102" 1 "SITTING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "X" 47 -0.968457145744681
"103" 1 "SITTING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Y" 47 -0.935517055957447
"104" 1 "SITTING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Z" 47 -0.949040933191489
"105" 1 "SITTING" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 47 -0.948536786170213
"106" 1 "SITTING" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "SD" "NA" 47 -0.927078418723404
"107" 1 "SITTING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 47 -0.976161464042553
"108" 1 "SITTING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 47 -0.975838585319149
"109" 1 "SITTING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 47 -0.951315544468085
"110" 1 "SITTING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "X" 47 -0.977904227021277
"111" 1 "SITTING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 47 -0.962345042553192
"112" 1 "SITTING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 47 -0.94391784106383
"113" 1 "SITTING" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 47 -0.958435589361702
"114" 1 "SITTING" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 47 -0.932198374893617
"115" 1 "SITTING" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 47 -0.989797547234043
"116" 1 "SITTING" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 47 -0.987049617234042
"117" 1 "SITTING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 47 -0.979641238723404
"118" 1 "SITTING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 47 -0.944084550425532
"119" 1 "SITTING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 47 -0.959184889148936
"120" 1 "SITTING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "X" 47 -0.976412313191489
"121" 1 "SITTING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 47 -0.917275006382979
"122" 1 "SITTING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 47 -0.934469558085106
"123" 1 "SITTING" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 47 -0.947782922553192
"124" 1 "SITTING" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 47 -0.928444801702128
"125" 1 "SITTING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 47 -0.986597022553191
"126" 1 "SITTING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 47 -0.981579467021277
"127" 1 "SITTING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 47 -0.986053092340426
"128" 1 "SITTING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 47 -0.987492994468085
"129" 1 "SITTING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 47 -0.982513909574468
"130" 1 "SITTING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 47 -0.988339184893617
"131" 1 "SITTING" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 47 -0.985262126808511
"132" 1 "SITTING" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 47 -0.981606177446808
"133" 1 "STANDING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 53 -0.0239877347979245
"134" 1 "STANDING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 53 -0.0593972209811321
"135" 1 "STANDING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 53 0.074800751
"136" 1 "STANDING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "X" 53 -0.987191946603774
"137" 1 "STANDING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 53 -0.98773444
"138" 1 "STANDING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 53 -0.980645626981132
"139" 1 "STANDING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 53 -0.976493792830189
"140" 1 "STANDING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 53 -0.978690028679245
"141" 1 "STANDING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "X" 53 -0.0996092129056604
"142" 1 "STANDING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Y" 53 -0.0440627877924528
"143" 1 "STANDING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Z" 53 -0.0489505466716981
"144" 1 "STANDING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "X" 53 -0.992945106981132
"145" 1 "STANDING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Y" 53 -0.995137917358491
"146" 1 "STANDING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Z" 53 -0.992108467169811
"147" 1 "STANDING" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 53 -0.994966790566038
"148" 1 "STANDING" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 53 -0.994733238679245
"149" 1 "STANDING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 53 0.278917629056604
"150" 1 "STANDING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 53 -0.0161375901037736
"151" 1 "STANDING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 53 -0.110601817735849
"152" 1 "STANDING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "X" 53 -0.995759901509434
"153" 1 "STANDING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 53 -0.973190056415094
"154" 1 "STANDING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 53 -0.979775876981132
"155" 1 "STANDING" "Time" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 53 -0.98427820735849
"156" 1 "STANDING" "Time" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 53 -0.981942928867925
"157" 1 "STANDING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 53 0.0753766542264151
"158" 1 "STANDING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 53 0.00797573092830189
"159" 1 "STANDING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 53 -0.00368524954709434
"160" 1 "STANDING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 53 -0.994604542264151
"161" 1 "STANDING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 53 -0.98564873245283
"162" 1 "STANDING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 53 -0.992251177358491
"163" 1 "STANDING" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 53 -0.992367790566038
"164" 1 "STANDING" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 53 -0.993096209433962
"165" 1 "STANDING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "X" 53 0.942952000377358
"166" 1 "STANDING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Y" 53 -0.272983832264151
"167" 1 "STANDING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Z" 53 0.0134905823226415
"168" 1 "STANDING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "X" 53 -0.99376298509434
"169" 1 "STANDING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Y" 53 -0.981225957924528
"170" 1 "STANDING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Z" 53 -0.976324063584906
"171" 1 "STANDING" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 53 -0.98427820735849
"172" 1 "STANDING" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "SD" "NA" 53 -0.981942928867925
"173" 1 "STANDING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 53 -0.986386786037736
"174" 1 "STANDING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 53 -0.988984455849057
"175" 1 "STANDING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 53 -0.980773122830189
"176" 1 "STANDING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "X" 53 -0.987497128679245
"177" 1 "STANDING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 53 -0.987107727735849
"178" 1 "STANDING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 53 -0.98234533
"179" 1 "STANDING" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 53 -0.984617623396226
"180" 1 "STANDING" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 53 -0.978466072075472
"181" 1 "STANDING" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 53 -0.994815376981132
"182" 1 "STANDING" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 53 -0.994671123207547
"183" 1 "STANDING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 53 -0.99524993264151
"184" 1 "STANDING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 53 -0.977070847735849
"185" 1 "STANDING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 53 -0.985297098679245
"186" 1 "STANDING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "X" 53 -0.99602834509434
"187" 1 "STANDING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 53 -0.972293102075472
"188" 1 "STANDING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 53 -0.977937259622642
"189" 1 "STANDING" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 53 -0.985356361132075
"190" 1 "STANDING" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 53 -0.982313804716981
"191" 1 "STANDING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 53 -0.994630797358491
"192" 1 "STANDING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 53 -0.985418704528302
"193" 1 "STANDING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 53 -0.990752166037736
"194" 1 "STANDING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 53 -0.995073759245283
"195" 1 "STANDING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 53 -0.987018226792453
"196" 1 "STANDING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 53 -0.992349818113207
"197" 1 "STANDING" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 53 -0.99254247754717
"198" 1 "STANDING" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 53 -0.992536003396226
"199" 1 "WALKING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 95 -0.041830963526
"200" 1 "WALKING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 95 -0.0695300462115789
"201" 1 "WALKING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 95 0.0849448173042105
"202" 1 "WALKING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "X" 95 -0.473535485894737
"203" 1 "WALKING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 95 -0.0546077686594737
"204" 1 "WALKING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 95 -0.344266629473684
"205" 1 "WALKING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 95 -0.160979552536842
"206" 1 "WALKING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 95 -0.186978364526316
"207" 1 "WALKING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "X" 95 -0.0899975423705263
"208" 1 "WALKING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Y" 95 -0.0398428709463158
"209" 1 "WALKING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Z" 95 -0.0461309295021053
"210" 1 "WALKING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "X" 95 -0.207421854757895
"211" 1 "WALKING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Y" 95 -0.304468510631579
"212" 1 "WALKING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Z" 95 -0.404255452631579
"213" 1 "WALKING" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 95 -0.298703679084211
"214" 1 "WALKING" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 95 -0.325324878894737
"215" 1 "WALKING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 95 0.277330758736842
"216" 1 "WALKING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 95 -0.0173838185273684
"217" 1 "WALKING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 95 -0.111148103547368
"218" 1 "WALKING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "X" 95 -0.283740258842105
"219" 1 "WALKING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 95 0.114461336747368
"220" 1 "WALKING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 95 -0.260027902210526
"221" 1 "WALKING" "Time" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 95 -0.136971176556842
"222" 1 "WALKING" "Time" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 95 -0.219688645631579
"223" 1 "WALKING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 95 0.0740416333157895
"224" 1 "WALKING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 95 0.0282721095884211
"225" 1 "WALKING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 95 -0.00416840617789474
"226" 1 "WALKING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 95 -0.113615602435789
"227" 1 "WALKING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 95 0.0670025007684211
"228" 1 "WALKING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 95 -0.502699788526316
"229" 1 "WALKING" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 95 -0.141428809031579
"230" 1 "WALKING" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 95 -0.0744717500625263
"231" 1 "WALKING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "X" 95 0.935223201473684
"232" 1 "WALKING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Y" 95 -0.282165021263158
"233" 1 "WALKING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Z" 95 -0.068102864
"234" 1 "WALKING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "X" 95 -0.976609642526316
"235" 1 "WALKING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Y" 95 -0.971305961473684
"236" 1 "WALKING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Z" 95 -0.947717226105263
"237" 1 "WALKING" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 95 -0.136971176556842
"238" 1 "WALKING" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "SD" "NA" 95 -0.219688645631579
